2.9496e-122	2.9496e-122	3.59446e-120	4.29036e-118	4.97262e-116	5.59181e-114	6.09564e-112	6.43559e-110	6.57408e-108	6.49098e-106	6.18773e-104	5.68833e-102	5.0364e-100	4.28888e-98	3.50768e-96	2.7508e-94	2.06498e-92	1.48109e-90	1.01291e-88	6.59048e-87	4.06967e-85	2.37862e-83	1.31195e-81	6.80585e-80	3.30828e-78	1.50052e-76	6.32017e-75	2.45857e-73	8.77739e-72	2.85494e-70	8.38779e-69	2.20349e-67	5.11372e-66	1.03336e-64	1.78712e-63	2.59193e-62	3.08081e-61	2.92866e-60	2.16813e-59	1.18612e-58	3.88669e-58	1.18612e-58	2.16813e-59	2.92866e-60	3.08081e-61	2.59193e-62	1.78712e-63	1.03336e-64	5.11372e-66	2.20349e-67	8.38776e-69	2.84819e-70	-2.03236e-72	-1.38338e-70	-1.33479e-69	-8.62688e-69	-2.87227e-68	-8.62688e-69	-1.33479e-69	-1.38584e-70	-1.08098e-71	-6.74617e-73	-3.50646e-74	-1.56077e-75	-6.07223e-77	-2.09744e-78	-6.51227e-80	-1.8358e-81	-4.73768e-83	-1.12712e-84	-2.48667e-86	-5.11361e-88	-9.8454e-90	-1.7817e-91	-3.04117e-93	-4.91126e-95	-7.52488e-97	-1.0966e-98	-1.54367e-100	-1.54367e-100	
2.9496e-122	2.9496e-122	3.59446e-120	4.29036e-118	4.97262e-116	5.59181e-114	6.09564e-112	6.43559e-110	6.57408e-108	6.49098e-106	6.18773e-104	5.68833e-102	5.0364e-100	4.28888e-98	3.50768e-96	2.7508e-94	2.06498e-92	1.48109e-90	1.01291e-88	6.59048e-87	4.06967e-85	2.37862e-83	1.31195e-81	6.80585e-80	3.30828e-78	1.50052e-76	6.32017e-75	2.45857e-73	8.77739e-72	2.85494e-70	8.38779e-69	2.20349e-67	5.11372e-66	1.03336e-64	1.78712e-63	2.59193e-62	3.08081e-61	2.92866e-60	2.16813e-59	1.18612e-58	3.88669e-58	1.18612e-58	2.16813e-59	2.92866e-60	3.08081e-61	2.59193e-62	1.78712e-63	1.03336e-64	5.11372e-66	2.20349e-67	8.38776e-69	2.84819e-70	-2.03236e-72	-1.38338e-70	-1.33479e-69	-8.62688e-69	-2.87227e-68	-8.62688e-69	-1.33479e-69	-1.38584e-70	-1.08098e-71	-6.74617e-73	-3.50646e-74	-1.56077e-75	-6.07223e-77	-2.09744e-78	-6.51227e-80	-1.8358e-81	-4.73768e-83	-1.12712e-84	-2.48667e-86	-5.11361e-88	-9.8454e-90	-1.7817e-91	-3.04117e-93	-4.91126e-95	-7.52488e-97	-1.0966e-98	-1.54367e-100	-1.54367e-100	
3.59446e-120	3.59446e-120	4.37456e-118	5.21468e-116	6.036e-114	6.77865e-112	7.37964e-110	7.78082e-108	7.93764e-106	7.82674e-104	7.45099e-102	6.8403e-100	6.04802e-98	5.14323e-96	4.20054e-94	3.28953e-92	2.46588e-90	1.76609e-88	1.20607e-86	7.83571e-85	4.83139e-83	2.81955e-81	1.55275e-79	8.04236e-78	3.90305e-76	1.76737e-74	7.43146e-73	2.88577e-71	1.02836e-69	3.33837e-68	9.78785e-67	2.56553e-65	5.93921e-64	1.1968e-62	2.063e-61	2.98019e-60	3.52493e-59	3.33071e-58	2.44931e-57	1.33254e-56	4.35812e-56	1.33254e-56	2.44931e-57	3.33071e-58	3.52493e-59	2.98019e-60	2.063e-61	1.1968e-62	5.93921e-64	2.56553e-65	9.78781e-67	3.3296e-68	-3.74814e-70	-1.79324e-68	-1.72726e-67	-1.11461e-66	-3.7055e-66	-1.11461e-66	-1.72727e-67	-1.79612e-68	-1.40317e-69	-8.77038e-71	-4.5655e-72	-2.03522e-73	-7.92983e-75	-2.7431e-76	-8.52936e-78	-2.40788e-79	-6.22292e-81	-1.48257e-82	-3.27545e-84	-6.74504e-86	-1.30044e-87	-2.35661e-89	-4.02796e-91	-6.51366e-93	-9.99346e-95	-1.4583e-96	-2.05559e-98	-2.05559e-98	
4.29036e-118	4.29036e-118	5.21468e-116	6.20805e-114	7.17643e-112	8.04882e-110	8.75085e-108	9.21434e-106	9.3875e-104	9.24393e-102	8.78824e-100	8.05697e-98	7.11401e-96	6.04139e-94	4.92721e-92	3.85316e-90	2.88429e-88	2.06279e-86	1.40664e-84	9.12535e-83	5.61817e-81	3.27373e-79	1.80008e-77	9.30873e-76	4.51035e-74	2.03899e-72	8.55893e-71	3.3177e-69	1.1801e-67	3.8235e-66	1.11869e-64	2.92565e-63	6.75601e-62	1.35755e-60	2.33234e-59	3.35578e-58	3.94942e-57	3.70891e-56	2.70871e-55	1.46524e-54	4.78276e-54	1.46524e-54	2.70871e-55	3.70891e-56	3.94942e-57	3.35578e-58	2.33234e-59	1.35755e-60	6.75601e-62	2.92565e-63	1.11869e-64	3.81231e-66	-6.07359e-68	-2.28113e-66	-2.19342e-65	-1.4132e-64	-4.69111e-64	-1.4132e-64	-2.19343e-65	-2.28445e-66	-1.78746e-67	-1.11895e-68	-5.8337e-70	-2.60448e-71	-1.0163e-72	-3.52078e-74	-1.09634e-75	-3.0995e-77	-8.0218e-79	-1.91385e-80	-4.23422e-82	-8.73157e-84	-1.68577e-85	-3.05908e-87	-5.23576e-89	-8.47829e-91	-1.30251e-92	-1.90324e-94	-2.68639e-96	-2.68639e-96	
4.97262e-116	4.97262e-116	6.036e-114	7.17643e-112	8.28498e-110	9.27986e-108	1.00759e-105	1.05954e-103	1.078e-101	1.06008e-99	1.00645e-97	9.21444e-96	8.12478e-94	6.89016e-92	5.61156e-90	4.38212e-88	3.27555e-86	2.33922e-84	1.5928e-82	1.03177e-80	6.34268e-79	3.69025e-77	2.02594e-75	1.046e-73	5.05992e-72	2.2836e-70	9.56916e-69	3.70265e-67	1.31456e-65	4.25074e-64	1.24108e-62	3.23829e-61	7.45909e-60	1.49452e-58	2.55902e-57	3.66687e-56	4.29354e-55	4.0066e-54	2.90527e-53	1.5622e-52	5.08897e-52	1.5622e-52	2.90527e-53	4.0066e-54	4.29354e-55	3.66687e-56	2.55902e-57	1.49452e-58	7.45909e-60	3.23829e-61	1.24107e-62	4.23684e-64	-9.02012e-66	-2.82469e-64	-2.71135e-63	-1.7441e-62	-5.7807e-62	-1.7441e-62	-2.71136e-63	-2.8284e-64	-2.21657e-65	-1.38975e-66	-7.25673e-68	-3.24475e-69	-1.26805e-70	-4.39948e-72	-1.37198e-73	-3.88443e-75	-1.00678e-76	-2.40542e-78	-5.32933e-80	-1.10053e-81	-2.1277e-83	-3.86638e-85	-6.62658e-87	-1.07451e-88	-1.65299e-90	-2.41862e-92	-3.41845e-94	-3.41845e-94	
5.59181e-114	5.59181e-114	6.77865e-112	8.04882e-110	9.27986e-108	1.03804e-105	1.12558e-103	1.18203e-101	1.201e-99	1.17943e-97	1.11824e-95	1.02237e-93	9.0022e-92	7.62355e-90	6.20007e-88	4.83478e-86	3.60869e-84	2.57337e-82	1.74964e-80	1.13167e-78	6.9462e-77	4.03513e-75	2.21178e-73	1.14012e-71	5.50608e-70	2.48075e-68	1.03771e-66	4.00798e-65	1.42026e-63	4.58332e-62	1.33532e-60	3.47611e-59	7.98631e-58	1.59548e-56	2.72251e-55	3.88487e-54	4.52504e-53	4.19513e-52	3.01945e-51	1.61348e-50	5.24508e-50	1.61348e-50	3.01945e-51	4.19513e-52	4.52504e-53	3.88487e-54	2.72251e-55	1.59548e-56	7.98631e-58	3.47611e-59	1.33531e-60	4.56653e-62	-1.2537e-63	-3.40253e-62	-3.26026e-61	-2.09378e-60	-6.92887e-60	-2.09378e-60	-3.26027e-61	-3.40654e-62	-2.67395e-63	-1.67919e-64	-8.78181e-66	-3.93274e-67	-1.53927e-68	-5.34853e-70	-1.67044e-71	-4.73641e-73	-1.22939e-74	-2.94153e-76	-6.52643e-78	-1.34964e-79	-2.613e-81	-4.75487e-83	-8.16062e-85	-1.32507e-86	-2.04123e-88	-2.99072e-90	-4.23282e-92	-4.23282e-92	
6.09564e-112	6.09564e-112	7.37964e-110	8.75085e-108	1.00759e-105	1.12558e-103	1.21887e-101	1.27827e-99	1.29702e-97	1.27198e-95	1.20432e-93	1.09955e-91	9.66822e-90	8.17602e-88	6.6399e-86	5.1703e-84	3.8535e-82	2.7439e-80	1.8628e-78	1.20303e-76	7.37289e-75	4.27629e-73	2.34023e-71	1.20436e-69	5.80663e-68	2.61167e-66	1.09053e-64	4.20425e-63	1.48694e-61	4.78875e-60	1.39213e-58	3.61547e-57	8.28478e-56	1.65018e-54	2.80602e-53	3.98696e-52	4.61907e-51	4.25352e-50	3.03791e-49	1.61275e-48	5.23144e-48	1.61275e-48	3.03791e-49	4.25352e-50	4.61907e-51	3.98696e-52	2.80602e-53	1.65018e-54	8.28478e-56	3.61547e-57	1.39212e-58	4.76902e-60	-1.6488e-61	-3.9841e-60	-3.81072e-59	-2.44323e-58	-8.07246e-58	-2.44323e-58	-3.81073e-59	-3.9883e-60	-3.13574e-61	-1.97237e-62	-1.03315e-63	-4.634e-65	-1.81655e-66	-6.32167e-68	-1.97734e-69	-5.61499e-71	-1.45959e-72	-3.49741e-74	-7.771e-76	-1.60932e-77	-3.12017e-79	-5.68573e-81	-9.77184e-83	-1.58888e-84	-2.45099e-86	-3.59597e-88	-5.09642e-90	-5.09642e-90	
6.43559e-110	6.43559e-110	7.78082e-108	9.21434e-106	1.05954e-103	1.18203e-101	1.27827e-99	1.33874e-97	1.35652e-95	1.32851e-93	1.2561e-91	1.14522e-89	1.00555e-87	8.49145e-86	6.88616e-84	5.35426e-82	3.98474e-80	2.83313e-78	1.92047e-76	1.23838e-74	7.57773e-73	4.38814e-71	2.39757e-69	1.23183e-67	5.92901e-66	2.66206e-64	1.10958e-62	4.26967e-61	1.50712e-59	4.84371e-58	1.405e-56	3.64013e-55	8.3191e-54	1.652e-52	2.79908e-51	3.95977e-50	4.56235e-49	4.17214e-48	2.95589e-47	1.55847e-46	5.04408e-46	1.55847e-46	2.95589e-47	4.17214e-48	4.56235e-49	3.95977e-50	2.79908e-51	1.652e-52	8.3191e-54	3.64013e-55	1.40499e-56	4.8212e-58	-2.06487e-59	-4.53132e-58	-4.32634e-57	-2.76911e-56	-9.13433e-56	-2.76911e-56	-4.32635e-57	-4.53559e-58	-3.57199e-59	-2.25046e-60	-1.18073e-61	-5.30439e-63	-2.08261e-64	-7.25881e-66	-2.27395e-67	-6.467e-69	-1.68357e-70	-4.04007e-72	-8.98986e-74	-1.86443e-75	-3.61995e-77	-6.60582e-79	-1.13691e-80	-1.85117e-82	-2.85955e-84	-4.20115e-86	-5.96234e-88	-5.96234e-88	
6.57408e-108	6.57408e-108	7.93764e-106	9.3875e-104	1.078e-101	1.201e-99	1.29702e-97	1.35652e-95	1.37265e-93	1.34244e-91	1.26749e-89	1.15398e-87	1.01181e-85	8.532e-84	6.909e-82	5.36414e-80	3.98617e-78	2.82988e-76	1.91535e-74	1.23317e-72	7.53394e-71	4.35579e-69	2.376e-67	1.2187e-65	5.85577e-64	2.62453e-62	1.09194e-60	4.19379e-59	1.47739e-57	4.73818e-56	1.3713e-54	3.54414e-53	8.07775e-52	1.59912e-50	2.69961e-49	3.80201e-48	4.35585e-47	3.95473e-46	2.77844e-45	1.45437e-44	4.69626e-44	1.45437e-44	2.77844e-45	3.95473e-46	4.35585e-47	3.80201e-48	2.69961e-49	1.59912e-50	8.07775e-52	3.54414e-53	1.37129e-54	4.71326e-56	-2.47188e-57	-5.00194e-56	-4.76694e-55	-3.04584e-54	-1.00305e-53	-3.04584e-54	-4.76695e-55	-5.00613e-56	-3.94927e-57	-2.49232e-58	-1.30978e-59	-5.89368e-61	-2.31767e-62	-8.09083e-64	-2.53852e-65	-7.23049e-67	-1.88518e-68	-4.53062e-70	-1.00963e-71	-2.09695e-73	-4.0773e-75	-7.45106e-77	-1.2842e-78	-2.09394e-80	-3.23906e-82	-4.7653e-84	-6.7724e-86	-6.7724e-86	
6.49098e-106	6.49098e-106	7.82674e-104	9.24393e-102	1.06008e-99	1.17943e-97	1.27198e-95	1.32851e-93	1.34244e-91	1.31106e-89	1.23612e-87	1.12382e-85	9.83946e-84	8.28503e-82	6.69919e-80	5.19354e-78	3.85361e-76	2.73161e-74	1.84598e-72	1.18665e-70	7.23817e-69	4.17799e-67	2.27523e-65	1.16504e-63	5.58816e-62	2.5001e-60	1.03823e-58	3.97983e-57	1.39917e-55	4.47773e-54	1.29295e-52	3.33332e-51	7.57624e-50	1.4951e-48	2.51461e-47	3.52529e-46	4.01538e-45	3.61855e-44	2.52006e-43	1.30914e-42	4.21708e-42	1.30914e-42	2.52006e-43	3.61855e-44	4.01538e-45	3.52529e-46	2.51461e-47	1.4951e-48	7.57624e-50	3.33332e-51	1.29294e-52	4.45096e-54	-2.83521e-55	-5.35426e-54	-5.09324e-53	-3.24856e-52	-1.06799e-51	-3.24856e-52	-5.09325e-53	-5.35824e-54	-4.23438e-55	-2.67682e-56	-1.40909e-57	-6.35105e-59	-2.50158e-60	-8.7468e-62	-2.74865e-63	-7.84115e-65	-2.04752e-66	-4.92822e-68	-1.09987e-69	-2.28776e-71	-4.4548e-73	-8.15269e-75	-1.40714e-76	-2.29765e-78	-3.55918e-80	-5.24355e-82	-7.46253e-84	-7.46253e-84	
6.18773e-104	6.18773e-104	7.45099e-102	8.78824e-100	1.00645e-97	1.11824e-95	1.20432e-93	1.2561e-91	1.26749e-89	1.23612e-87	1.16381e-85	1.05656e-83	9.23719e-82	7.76653e-80	6.27064e-78	4.85403e-76	3.59623e-74	2.54525e-72	1.71736e-70	1.10221e-68	6.71229e-67	3.86806e-65	2.10291e-63	1.07494e-61	5.14689e-60	2.29847e-58	9.52699e-57	3.64477e-55	1.27874e-53	4.08336e-52	1.17632e-50	3.02492e-49	6.85586e-48	1.34858e-46	2.25953e-45	3.15285e-44	3.56971e-43	3.1922e-42	2.20284e-41	1.13521e-40	3.64759e-40	1.13521e-40	2.20284e-41	3.1922e-42	3.56971e-43	3.15285e-44	2.25953e-45	1.34858e-46	6.85586e-48	3.02492e-49	1.17631e-50	4.0555e-52	-3.12012e-53	-5.55286e-52	-5.27219e-51	-3.35659e-50	-1.10157e-49	-3.35659e-50	-5.2722e-51	-5.5565e-52	-4.39886e-53	-2.78564e-54	-1.46889e-55	-6.63167e-57	-2.61643e-58	-9.16321e-60	-2.88411e-61	-8.24053e-63	-2.15515e-64	-5.19522e-66	-1.16121e-67	-2.41895e-69	-4.71722e-71	-8.64556e-73	-1.49437e-74	-2.44357e-76	-3.79058e-78	-5.59232e-80	-7.97014e-82	-7.97014e-82	
5.68833e-102	5.68833e-102	6.8403e-100	8.05697e-98	9.21444e-96	1.02237e-93	1.09955e-91	1.14522e-89	1.15398e-87	1.12382e-85	1.05656e-83	9.57801e-82	8.36155e-80	7.0199e-78	5.65934e-76	4.3742e-74	3.23576e-72	2.28656e-70	1.54038e-68	9.87033e-67	6.00102e-65	3.45241e-63	1.87373e-61	9.56116e-60	4.56969e-58	2.03692e-56	8.42662e-55	3.21733e-53	1.1264e-51	3.58888e-50	1.0314e-48	2.64537e-47	5.97831e-46	1.17208e-44	1.95614e-43	2.71639e-42	3.05662e-41	2.71157e-40	1.85328e-39	9.47013e-39	3.03483e-38	9.47013e-39	1.85328e-39	2.71157e-40	3.05662e-41	2.71639e-42	1.95614e-43	1.17208e-44	5.97831e-46	2.64537e-47	1.03139e-48	3.56082e-50	-3.29694e-51	-5.57407e-50	-5.28214e-49	-3.35665e-48	-1.09962e-47	-3.35665e-48	-5.28215e-49	-5.57729e-50	-4.42334e-51	-2.80614e-52	-1.48228e-53	-6.70359e-55	-2.64925e-56	-9.29349e-58	-2.92986e-59	-8.38465e-61	-2.19629e-62	-5.30262e-64	-1.18704e-65	-2.47648e-67	-4.83662e-69	-8.87748e-71	-1.53669e-72	-2.51642e-74	-3.90918e-76	-5.77547e-78	-8.24288e-80	-8.24288e-80	
5.0364e-100	5.0364e-100	6.04802e-98	7.11401e-96	8.12478e-94	9.0022e-92	9.66822e-90	1.00555e-87	1.01181e-85	9.83946e-84	9.23719e-82	8.36155e-80	7.28879e-78	6.11013e-76	4.91845e-74	3.79572e-72	2.80348e-70	1.97796e-68	1.33035e-66	8.51062e-65	5.16574e-63	2.96682e-61	1.60739e-59	8.18747e-58	3.90598e-56	1.73778e-54	7.17497e-53	2.73384e-51	9.55067e-50	3.03607e-48	8.70399e-47	2.22648e-45	5.01676e-44	9.80235e-43	1.62942e-41	2.25151e-40	2.51742e-39	2.21476e-38	1.49854e-37	7.58897e-37	2.42524e-36	7.58897e-37	1.49854e-37	2.21476e-38	2.51742e-39	2.25151e-40	1.62942e-41	9.80235e-43	5.01676e-44	2.22648e-45	8.70385e-47	3.00873e-48	-3.34602e-49	-5.41033e-48	-5.11688e-47	-3.2454e-46	-1.0612e-45	-3.2454e-46	-5.11689e-47	-5.41306e-48	-4.30109e-49	-2.73356e-50	-1.44652e-51	-6.55331e-53	-2.5943e-54	-9.11603e-56	-2.87867e-57	-8.25153e-59	-2.16488e-60	-5.23501e-62	-1.17372e-63	-2.45245e-65	-4.79693e-67	-8.81778e-69	-1.52862e-70	-2.50685e-72	-3.89993e-74	-5.77006e-76	-8.247e-78	-8.247e-78	
